公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利,work_year,salary,月工资
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,高级python研发工程师,2.0,本科,20k-40k,"六险一金,高薪期权,弹性工作,租房补贴","['1', '3']","['20', '40']",25.0
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,Python开发工程师,4.0,本科,18k-35k,牛人云集，优质福利,"['3', '5']","['18', '35']",22.25
北京南天软件有限公司,南软,500-2000人,上市公司,海淀区,Python开发工程师,4.0,本科,10k-18k,"五险一金,年终奖金,带薪年假,交补话补","['3', '5']","['10', '18']",12.0
北京启明合心科技有限公司,合心科技,50-150人,A轮,海淀区,高级python后端工程师,4.0,本科,20k-35k,"领导好,不打卡,氛围好","['3', '5']","['20', '35']",23.75
北京汉迪移动互联网科技股份有限公司,iHandy,150-500人,不需要融资,海淀区,Python架构师,7.5,本科,35k-60k,"硅谷范办公,六险一金,水果零食,团队氛围佳","['5', '10']","['35', '60']",41.25
北京摩尔妈咪网络科技有限公司,摩尔妈妈,15-50人,A轮,朝阳区,python开发工程师,2.0,本科,10k-20k,"大牛带队,注重成长,季度奖金,免费午餐","['1', '3']","['10', '20']",12.5
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,python工程师,0.0,本科,30k-45k,"大牛同事,机器学习,六险一金,丰厚年终奖",[],"['30', '45']",33.75
北京右划网络科技有限公司,右划,50-150人,A轮,朝阳区,高级python开发工程师,4.0,本科,30k-60k,"短视频,大牛云集,工程师文化,一年15薪","['3', '5']","['30', '60']",37.5
瞬联软件科技（北京）有限公司,瞬联软件科技（北京）有限公司,500-2000人,不需要融资,朝阳区,python开发,4.0,本科,10k-18k,"七险一金,带薪年假,弹性工作,职位晋升","['3', '5']","['10', '18']",12.0
北京小龙虾科技有限公司,聚宽 JoinQuant,50-150人,B轮,朝阳区,Python,4.0,本科,40k-60k,"免费中晚餐,下午茶,六险一金,扁平化管理","['3', '5']","['40', '60']",45.0
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深python开发工程师,4.0,本科,20k-30k,发挥空间 晋升空间 牛人多 团队优秀,"['3', '5']","['20', '30']",22.5
北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,Python开发工程师,4.0,本科,15k-30k,"前沿技术,丰富下午茶,弹性工作,扁平管理","['3', '5']","['15', '30']",18.75
北京优虎商务服务有限公司,老虎证券,150-500人,C轮,朝阳区,Python开发工程师,2.0,本科,20k-35k,"六险一金,绩效奖金,发展空间大,股票期权","['1', '3']","['20', '35']",23.75
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,Python开发工程师-变现业务,2.0,本科,25k-40k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资,"['1', '3']","['25', '40']",28.75
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,Python 中高级工程师,4.0,本科,25k-50k,"业务发展快,技术氛围浓,福利好,上升空间大","['3', '5']","['25', '50']",31.25
北京步鼎方舟科技有限公司,微车,150-500人,C轮,海淀区,Python高级数据工程师,4.0,本科,20k-30k,"五险一金,一日三餐,带薪年假,定期体检","['3', '5']","['20', '30']",22.5
北京来也网络科技有限公司,助理来也,50-150人,B轮,海淀区,Python开发工程师,4.0,本科,20k-40k,"人工智能,弹性工作,扁平管理,技术牛人","['3', '5']","['20', '40']",25.0
北京众安天下科技有限公司,众安天下 allsec,15-50人,天使轮,海淀区,Python开发工程师,4.0,本科,20k-30k,"五险一金,带薪年假,免费体检,零食管饱","['3', '5']","['20', '30']",22.5
上海微创软件股份有限公司北京分公司,微创,2000人以上,不需要融资,海淀区,Python开发,0.0,本科,10k-13k,"大公司,六险一金,人工智能,班车食堂",[],"['10', '13']",10.75
安徽七天教育科技有限公司,七天教育,500-2000人,B轮,昌平区,Python工程师,7.5,本科,20k-30k,"周末双休,法定节假,带薪年假,项目奖励","['5', '10']","['20', '30']",22.5
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,高级Python工程师,4.0,本科,15k-25k,"带薪年假,福利多,办公环境好,团队氛围好","['3', '5']","['15', '25']",17.5
深圳市麦达数字股份有限公司,麦达数字,500-2000人,上市公司,朝阳区,PYTHON研发工程师,4.0,本科,25k-35k,"上市公司,五险一金,薪酬福利好,发展空间大","['3', '5']","['25', '35']",27.5
北京小龙虾科技有限公司,聚宽 JoinQuant,50-150人,B轮,朝阳区,python工程师,0.0,本科,20k-35k,"免费中晚餐,下午茶,六险一金,扁平化管理",[],"['20', '35']",23.75
北京慕华信息科技有限公司,学堂在线,150-500人,B轮,海淀区,Python工程师,4.0,本科,15k-25k,"五险一金,绩效奖金,免费早餐,交补餐补","['3', '5']","['15', '25']",17.5
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深Python研发工程师,4.0,本科,20k-40k,"上市公司,六险一金,发挥空间,团队氛围","['3', '5']","['20', '40']",25.0
轻易科技有限公司,轻易贷,2000人以上,上市公司,海淀区,Python开发工程师,4.0,本科,15k-28k,"弹性工作制,扁平化管理,绩效奖金,美国上市","['3', '5']","['15', '28']",18.25
北京大米未来科技有限公司,VIPKID,2000人以上,D轮及以上,朝阳区,Python开发工程师,4.0,本科,18k-35k,"住房补贴,优厚待遇,福利多,专属班车","['3', '5']","['18', '35']",22.25
北京快松果科技有限公司,松果出行,150-500人,C轮,朝阳区,高级Python开发工程师,4.0,本科,30k-45k,"大牛多,快速发展期,业务好,17薪","['3', '5']","['30', '45']",33.75
北京小龙虾科技有限公司,聚宽 JoinQuant,50-150人,B轮,朝阳区,Python,2.0,本科,15k-30k,"免费中晚餐,下午茶,六险一金,扁平化管理","['1', '3']","['15', '30']",18.75
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,高级Python开发工程师,4.0,本科,25k-45k,"弹性工时,出国游,扁平化团队,带薪年假","['3', '5']","['25', '45']",30.0
北京豆网科技有限公司,豆瓣网,150-500人,C轮,朝阳区,Python开发工程师,4.0,本科,20k-35k,"六险一金,带薪年假,年度体检,早餐下午茶","['3', '5']","['20', '35']",23.75
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,算法开发工程师（Python）,2.0,本科,20k-40k,"AI独角兽,公司前景好","['1', '3']","['20', '40']",25.0
北京源清慧虹信息科技有限公司,源清慧虹,50-150人,B轮,海淀区,高级python研发工程师,4.0,本科,20k-30k,"二次医疗,健身场所,福利补助","['3', '5']","['20', '30']",22.5
北京慕华信息科技有限公司,学堂在线,150-500人,B轮,海淀区,Python开发工程师,4.0,本科,15k-25k,股票期权，五险一金，交补餐补，零食水果,"['3', '5']","['15', '25']",17.5
安一恒通（北京）科技有限公司,度小满金融,500-2000人,A轮,海淀区,python工程师,2.0,本科,15k-30k,弹性工作制,"['1', '3']","['15', '30']",18.75
北京格上添富科技发展有限公司,格上添富,150-500人,不需要融资,朝阳区,Python研发工程师,4.0,本科,13k-25k,弹性工作，扁平化管理，零食水果,"['3', '5']","['13', '25']",16.0
零氪信息技术（北京）有限公司,LinkDoc,500-2000人,D轮及以上,海淀区,python开发工程师,0.0,本科,14k-28k,"六险一金,午餐补助,加班补助,大牛云集",[],"['14', '28']",17.5
北京智胜新格科技有限公司,北京智胜新格科技有限公司,50-150人,不需要融资,海淀区,Python开发,2.0,本科,15k-30k,"六险一金,硅谷式办公,绩效奖金,按摩椅","['1', '3']","['15', '30']",18.75
国美金控投资有限公司,国美金控,2000人以上,未融资,朝阳区,python研发工程师,7.5,本科,30k-40k,"大平台,新项目,领导卓越","['5', '10']","['30', '40']",32.5
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,Python 开发,2.0,本科,10k-15k,稳定,"['1', '3']","['10', '15']",11.25
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python助理讲师,2.0,本科,7k-10k,"五险一金,年底奖金","['1', '3']","['7', '10']",7.75
北京多贝兄弟信息技术有限公司,多贝网,50-150人,上市公司,海淀区,python开发,0.0,本科,10k-20k,"六险一金,免费午餐,不打卡,纯技术团队",[],"['10', '20']",12.5
北京聚齐众兴网络科技有限公司,北京聚齐,15-50人,A轮,大兴区,高级Python工程师,7.5,本科,15k-20k,"五险一金,周末双休,节日福利,员工旅游","['5', '10']","['15', '20']",16.25
北京智合大方科技有限公司,客知音,15-50人,天使轮,东城区,资深python开发,0.0,本科,35k-50k,"交通便利,领导大牛,晋升空间大,薪酬有吸引",[],"['35', '50']",38.75
北京优虎商务服务有限公司,老虎证券,150-500人,C轮,朝阳区,python开发工程师,0.0,本科,20k-40k,"待遇优,加班少,临近地铁",[],"['20', '40']",25.0
北京缔联科技有限公司,缔联科技,50-150人,B轮,海淀区,Python开发工程师,4.0,本科,10k-20k,"周末双休,法定节假日,六险一金,年底双薪","['3', '5']","['10', '20']",12.5
北京曜辉信息科技有限公司,曜辉科技,15-50人,未融资,朝阳区,Python工程师-机器学习方向,2.0,本科,20k-35k,"高成长,机会大,全额险金,有零食","['1', '3']","['20', '35']",23.75
安一恒通（北京）科技有限公司,度小满金融,500-2000人,A轮,海淀区,Python工程师,2.0,本科,15k-30k,"技术过硬,经验丰富","['1', '3']","['15', '30']",18.75
北京下厨房科技有限公司,下厨房,50-150人,B轮,海淀区,Python开发工程师,2.0,本科,15k-25k,"带薪年假多,免费午餐,弹性工作制,工作氛围佳","['1', '3']","['15', '25']",17.5
北京慕华信息科技有限公司,学堂在线,150-500人,B轮,海淀区,Python工程师,4.0,本科,15k-25k,来吧，与技术大牛过招吧！,"['3', '5']","['15', '25']",17.5
北京雷石世纪科技有限公司,北京雷石公司,150-500人,A轮,朝阳区,Python工程师,2.0,大专,10k-20k,"补充医疗险,弹性工作制","['1', '3']","['10', '20']",12.5
南京绛门信息科技股份有限公司,绛门科技,500-2000人,未融资,朝阳区,Python,4.0,大专,12k-22k,"五险一金,带薪年假,定期体检,员工旅游","['3', '5']","['12', '22']",14.5
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Python开发工程师（反Spam方向）,2.0,本科,15k-30k,"技术氛围好,核心业务","['1', '3']","['15', '30']",18.75
混沌时代（北京）教育科技有限公司,混沌大学,150-500人,不需要融资,海淀区,python后台工程师,2.0,本科,15k-25k,"五险一金,补充医疗,定期体检,弹性工作","['1', '3']","['15', '25']",17.5
上海微创软件股份有限公司北京分公司,微创,2000人以上,不需要融资,海淀区,python开发工程师-赴微软,2.0,本科,10k-15k,"带薪年假,六险一金,年终奖金,弹性工作","['1', '3']","['10', '15']",11.25
上海福萝电子科技有限公司,Cobo Wallet,15-50人,A轮,朝阳区,"Python, nodejs，golang工程师",4.0,本科,30k-60k,"股权激励,成长空间,大牛团队,良好环境","['3', '5']","['30', '60']",37.5
北京源石智影科技有限公司,智影,50-150人,不需要融资,朝阳区,python开发工程师,2.0,本科,15k-20k,"朝阳行业,平台广阔,技术大牛,福利丰厚","['1', '3']","['15', '20']",16.25
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深Python研发工程师（devops经验优先）,7.5,本科,20k-35k,"上市公司,大数据企业,年终奖金,带薪年假","['5', '10']","['20', '35']",23.75
北京天广汇通科技有限公司,天广汇通,50-150人,不需要融资,海淀区,python开发工程师,4.0,本科,15k-25k,软件工程师,"['3', '5']","['15', '25']",17.5
生命奇点（北京）科技有限公司,生命奇点,50-150人,A轮,海淀区,大数据平台开发工程师 Java/Python,0.0,本科,10k-20k,"发展空间大,项目前景好,团队氛围好,技术导向",[],"['10', '20']",12.5
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,python,4.0,本科,30k-55k,发展平台 免费三餐 福利待遇,"['3', '5']","['30', '55']",36.25
北京多贝兄弟信息技术有限公司,多贝网,50-150人,上市公司,海淀区,python开发,0.0,本科,10k-20k,"六险一金,免费午餐,极客氛围,薪资高",[],"['10', '20']",12.5
云孚科技（北京）有限公司,云孚科技,15-50人,不需要融资,海淀区,Python研发工程师,0.0,本科,6k-12k,"大牛直接带,顶级挑战,高速成长",[],"['6', '12']",7.5
京东金融,京东金融,2000人以上,上市公司,大兴区,高级Python开发工程师,7.5,本科,20k-40k,"班车,餐补","['5', '10']","['20', '40']",25.0
北京小度互娱科技有限公司,百度视频,150-500人,B轮,海淀区,Python开发工程师,4.0,本科,15k-25k,"团队优秀,福利优厚","['3', '5']","['15', '25']",17.5
上海微创软件股份有限公司北京分公司,微创,2000人以上,不需要融资,海淀区,Python工程师-赴微软小冰,2.0,本科,8k-10k,"六险一金,带薪年假,节日福利,弹性工作","['1', '3']","['8', '10']",8.5
北京墨迹风云科技股份有限公司,墨迹天气,150-500人,C轮,朝阳区,Python开发工程师,4.0,本科,15k-25k,"5亿用户,六险一金","['3', '5']","['15', '25']",17.5
无锡信成网络科技有限公司,黑牛保,15-50人,A轮,大兴区,python开发工程师,7.5,本科,15k-20k,"五险一金,周末双休,节日福利,员工旅游","['5', '10']","['15', '20']",16.25
北京库神信息技术有限公司,库神,50-150人,A轮,海淀区,Python研发工程师,2.0,本科,20k-40k,"发展潜力大,补充医疗,新技术,团队氛围好","['1', '3']","['20', '40']",25.0
京东商城-技术研发体系-大数据部,京东商城研发部,2000人以上,上市公司,大兴区,Python,7.5,本科,30k-50k,"行业前沿,部门直招,核心加班,核心团队","['5', '10']","['30', '50']",35.0
北京优虎商务服务有限公司,老虎证券,150-500人,C轮,朝阳区,Python开发工程师,2.0,本科,20k-40k,"六险一金,超多假期","['1', '3']","['20', '40']",25.0
北京天桐互动信息技术有限公司,天桐互动,15-50人,A轮,朝阳区,高级Python工程师,2.0,本科,20k-35k,"期权激励,扁平化管理,五险一金,年底双薪","['1', '3']","['20', '35']",23.75
图玛深维医疗科技（北京）有限公司,图玛深维,50-150人,B轮,朝阳区,Python/Golang开发工程师,4.0,本科,15k-30k,"技术大牛,AI,弹性工作,氛围良好","['3', '5']","['15', '30']",18.75
京东金融,京东金融,2000人以上,上市公司,大兴区,高级Python开发工程师,7.5,本科,20k-40k,"班车,餐补","['5', '10']","['20', '40']",25.0
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,python开发工程师,7.5,本科,20k-40k,"五险一金,补充医疗,带薪年假,上市公司","['5', '10']","['20', '40']",25.0
拓天伟业（北京）资产管理集团有限公司,拓天,500-2000人,不需要融资,丰台区,python高级工程,7.5,本科,25k-50k,"扁平化管理,试用期全额,10天年假,五险一金全","['5', '10']","['25', '50']",31.25
非凡维格（北京）信息科技有限公司,Weego Travel,50-150人,B轮,朝阳区,Python高级工程师-服务器端,4.0,本科,25k-50k,"国际产品,带薪年假,弹性工作,开放办公","['3', '5']","['25', '50']",31.25
北京雷石世纪科技有限公司,北京雷石公司,150-500人,A轮,朝阳区,Python工程师,4.0,本科,15k-30k,"五险一金,带薪年假,领导赞,补充医疗","['3', '5']","['15', '30']",18.75
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,校招-Python/Golang研发工程师,0.0,本科,10k-15k,"六险一金,技能培训,节日福利,免费三餐",[],"['10', '15']",11.25
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,python运维开发工程师,7.5,本科,30k-60k,"五险一金,周末双休,免费班车,餐补","['5', '10']","['30', '60']",37.5
上海微创软件股份有限公司北京分公司,微创,2000人以上,不需要融资,海淀区,python（赴百度）,2.0,本科,11k-18k,"大厂经验,班车食堂,六险一金","['1', '3']","['11', '18']",12.75
零氪信息技术（北京）有限公司,LinkDoc,500-2000人,D轮及以上,海淀区,Python工程师,0.0,本科,18k-36k,"15薪,六险一金,午晚餐补助,弹性不打卡",[],"['18', '36']",22.5
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,中级Python开发工程师(000416),2.0,本科,15k-30k,"弹性工作,技术驱动,千万级用户,福利待遇","['1', '3']","['15', '30']",18.75
南京云孚智能科技有限公司,云孚科技,少于15人,未融资,海淀区,Python研发工程师,0.0,本科,6k-12k,"大牛直接带,顶级挑战,高速成长",[],"['6', '12']",7.5
溪流科技（北京）有限公司,溪流科技,15-50人,未融资,朝阳区,Python开发工程师,4.0,本科,12k-24k,"成长空间大,团队文化好,六险一金,周末双休","['3', '5']","['12', '24']",15.0
北京中科物安科技有限公司,中科物安,15-50人,未融资,海淀区,python开发工程师,4.0,本科,15k-25k,"发展空间大,五险一金,餐补,带薪年假","['3', '5']","['15', '25']",17.5
北京优虎商务服务有限公司,老虎证券,150-500人,C轮,朝阳区,Python工程师,4.0,本科,18k-35k,"6险一金,弹性工作,团队好,氛围轻松","['3', '5']","['18', '35']",22.25
北京路玺优讯科技有限公司,面包旅行,50-150人,C轮,朝阳区,Python开发工程师,4.0,本科,25k-35k,"发展空间大,晋升空间大,扁平化管理","['3', '5']","['25', '35']",27.5
北京摩尔妈咪网络科技有限公司,摩尔妈妈,15-50人,A轮,朝阳区,高级python开发工程师,4.0,本科,15k-30k,"大牛带队,注重成长,季度奖金,免费午餐","['3', '5']","['15', '30']",18.75
深圳码隆科技有限公司,码隆科技,50-150人,B轮,海淀区,python工程师(北京),2.0,本科,15k-25k,发展前景广阔,"['1', '3']","['15', '25']",17.5
北京八维研修学院,北京八维研修学院,2000人以上,未融资,海淀区,Python教学研发经理,4.0,大专,18k-35k,"五险一金,带薪年假","['3', '5']","['18', '35']",22.25
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,朝阳区,Python开发工程师(J11761),2.0,本科,10k-15k,机会众多,"['1', '3']","['10', '15']",11.25
北京米多琪文化有限公司,米多琪,15-50人,未融资,朝阳区,python,2.0,大专,8k-10k,"五险一金,气氛轻松","['1', '3']","['8', '10']",8.5
视觉（中国）文化发展股份有限公司北京分公司,视觉中国,150-500人,上市公司,朝阳区,python开发工程师,4.0,本科,15k-25k,"上市公司,六险一金,带薪年假,绩效奖金","['3', '5']","['15', '25']",17.5
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,python高级开发工程师（技术）,4.0,本科,25k-50k,"独角兽,待遇好,工作环境好","['3', '5']","['25', '50']",31.25
马上消费金融股份有限公司,马上金融,2000人以上,不需要融资,朝阳区,Python开发工程师,4.0,大专,20k-30k,年底2-4薪,"['3', '5']","['20', '30']",22.5
昆仑智汇数据科技（北京）有限公司,K2DATA,50-150人,B轮,海淀区,软件开发工程师（Python）,4.0,本科,15k-30k,行业大牛,"['3', '5']","['15', '30']",18.75
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,,家长帮-Python/Django web开发工程师,4.0,本科,20k-35k,上市公司，六险一金，住房无息，福利待遇好,"['3', '5']","['20', '35']",23.75
北京微步在线科技有限公司,微步在线,50-150人,B轮,海淀区,python开发工程师,4.0,本科,15k-25k,"技术培训,绩效奖金","['3', '5']","['15', '25']",17.5
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,Python开发,0.0,本科,10k-15k,"七险一金,扁平管理,技术氛围浓,业务发展快",[],"['10', '15']",11.25
北京新工场投资顾问有限公司,她理财,50-150人,A轮,朝阳区,高级python开发工程师,2.0,本科,15k-30k,互联网金融 无天花板 六险一金 期权激励,"['1', '3']","['15', '30']",18.75
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,Python工程师,2.0,本科,10k-20k,"空间大,机会多,福利好","['1', '3']","['10', '20']",12.5
北京诸葛找房信息技术有限公司,诸葛找房网,150-500人,B轮,朝阳区,Python工程师,4.0,大专,20k-40k,"六险一金,住房补贴,节日福利,一日三餐","['3', '5']","['20', '40']",25.0
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,朝阳区,python工程师(J11548),4.0,本科,25k-40k,五险一金,"['3', '5']","['25', '40']",28.75
北京冲浪科技有限公司,冲浪科技,50-150人,天使轮,海淀区,Python开发工程师,2.0,本科,8k-15k,"五险一金,创业公司,办公环境好","['1', '3']","['8', '15']",9.75
