公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利,work_year,salary,月工资
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,Python高级研发工程师-度假事业部(J11528),4.0,本科,20k-40k,团队氛围融洽，帅哥美女多，年假多，年终奖,"['3', '5']","['20', '40']",25.0
奇点浩翰数据技术（北京）有限公司,奇点浩翰,15-50人,未融资,东城区,Python开发工程师,0.0,本科,15k-20k,"五险一金,绩效奖金,定期体检,员工旅游",[],"['15', '20']",16.25
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,Python高级研发工程师(技术),0.0,大专,15k-30k,"绩效奖金,带薪年假",[],"['15', '30']",18.75
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,Python后端研发工程师,4.0,本科,25k-50k,"发展好,平台大,机会多,待遇好","['3', '5']","['25', '50']",31.25
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,高级Python工程师(000397)(BJ),2.0,本科,15k-30k,"弹性工作,技术驱动,千万级用户,福利待遇","['1', '3']","['15', '30']",18.75
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,Python开发工程师,2.0,本科,18k-35k,"全五险一金,牛人多,发展快,福利好","['1', '3']","['18', '35']",22.25
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python研发编辑,2.0,本科,15k-25k,"五险一金,年终奖金","['1', '3']","['15', '25']",17.5
北京聚道科技有限公司,GeneDock,15-50人,B轮,海淀区,Python后端工程师,7.5,本科,25k-40k,"五险一金,免费午餐,团队融洽,技术超前","['5', '10']","['25', '40']",28.75
北京通力互联技术服务有限公司,通力互联,2000人以上,不需要融资,海淀区,Python开发,4.0,大专,9k-18k,"周末双休,团建活动","['3', '5']","['9', '18']",11.25
北京翼扬创新科技有限公司,北京翼扬,150-500人,未融资,海淀区,python开发工程师,4.0,大专,10k-16k,"平台好,福利好,大项目","['3', '5']","['10', '16']",11.5
东吴（苏州）金融科技有限公司,东吴在线,50-150人,不需要融资,朝阳区,python量化开发工程师,0.0,本科,12k-20k,"高频策略,自研自用,接触策略,券商系",[],"['12', '20']",14.0
人人贷商务顾问（北京）有限公司,人人贷,2000人以上,A轮,海淀区,Python开发高级工程师,4.0,本科,30k-60k,"五险一金,节假日礼金,竞争力薪酬","['3', '5']","['30', '60']",37.5
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,Python开发工程师,2.0,本科,13k-26k,系统开发,"['1', '3']","['13', '26']",16.25
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,Python 开发工程师,4.0,本科,15k-25k,"晋升空间大,七险一金,补充医疗,多次调薪","['3', '5']","['15', '25']",17.5
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,python开发工程师,2.0,本科,15k-30k,"行业独角兽,团队大牛多,薪资福利好","['1', '3']","['15', '30']",18.75
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,Python中级工程师,4.0,本科,15k-25k,"六险一金,晋升空间大,超长年假,团队氛围好","['3', '5']","['15', '25']",17.5
紫梧桐（北京）资产管理有限公司,蛋壳公寓,2000人以上,B轮,东城区,Python开发工程师,7.5,本科,20k-40k,技术大牛团,"['5', '10']","['20', '40']",25.0
北京云英传奇技术有限公司,CloudIn,50-150人,A轮,朝阳区,Python研发工程师,7.5,本科,20k-40k,"技术大咖,公司氛围好,项目奖金","['5', '10']","['20', '40']",25.0
北京罗威亚科技有限公司,罗威亚科技,15-50人,天使轮,大兴区,python攻城狮,2.0,本科,9k-15k,"平台好,技术新,大牛带,团队棒","['1', '3']","['9', '15']",10.5
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,Python工程师,0.0,本科,18k-35k,"大公司,大平台,机会多,六险一金",[],"['18', '35']",22.25
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,Python架构师,7.5,本科,20k-40k,"免费三餐,免费班车,下午茶,良好办公环","['5', '10']","['20', '40']",25.0
北京步鼎方舟科技有限公司,微车,150-500人,C轮,海淀区,Python架构师,7.5,本科,30k-60k,带薪年假、五险一金、一日三餐、定期体检,"['5', '10']","['30', '60']",37.5
北京明微共创科技有限公司,明微科技,少于15人,未融资,海淀区,python工程师,0.0,本科,4k-6k,"全勤奖,餐补,五险一金",[],"['4', '6']",4.5
北京中科国际软件有限公司,中科国际,50-150人,上市公司,西城区,Python开发工程师,2.0,本科,10k-18k,"开发维护,数据分析,数据算法,优化系统","['1', '3']","['10', '18']",12.0
盛和（北京）资讯科技有限公司,盛和资讯,15-50人,A轮,西城区,Python算法工程师（初中级）,2.0,本科,15k-25k,"高收入,热门领域,发展前景","['1', '3']","['15', '25']",17.5
柔持（北京）科技有限公司,柔持英语,150-500人,B轮,朝阳区,Python开发工程师,4.0,本科,20k-40k,"五险一金,pytho","['3', '5']","['20', '40']",25.0
北京大米未来科技有限公司,VIPKID,2000人以上,D轮及以上,朝阳区,高级Python开发工程师,4.0,本科,15k-30k,"住房补贴,待遇优厚,福利多,专属班车","['3', '5']","['15', '30']",18.75
北京厨芯科技有限公司,厨芯科技,150-500人,A轮,朝阳区,Python开发工程师,4.0,本科,15k-30k,"高速成长,扁平管理","['3', '5']","['15', '30']",18.75
小叶子（北京）科技有限公司,The ONE,150-500人,C轮,朝阳区,python,4.0,本科,20k-30k,"免费午晚餐,五险一金,交补,年终奖","['3', '5']","['20', '30']",22.5
中视科华有限公司北京技术服务分公司,中视科华北京技术服务分公司,500-2000人,不需要融资,海淀区,Python工程师,4.0,本科,10k-18k,"人工智能,AI,平台广阔,软件开发","['3', '5']","['10', '18']",12.0
北京百乘传媒技术有限公司,百乘传媒,15-50人,A轮,朝阳区,高级Python工程师,7.5,本科,18k-30k,工程师,"['5', '10']","['18', '30']",21.0
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,Python开发工程师,2.0,本科,15k-25k,"七险一金,自助午餐,免费健身,弹性工作","['1', '3']","['15', '25']",17.5
克鲁（北京）网络科技有限公司,Castbox,50-150人,B轮,朝阳区,Python后端开发工程师,4.0,本科,20k-40k,"大牛云集,硅谷文化,免费三餐,租房补贴","['3', '5']","['20', '40']",25.0
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,高级Java/PHP/Python工程师,4.0,本科,15k-30k,"带薪年假,福利多,办公环境好,氛围自由","['3', '5']","['15', '30']",18.75
北京数盾信息科技有限公司,数盾科技,50-150人,天使轮,丰台区,存储研发工程师-python,2.0,大专,8k-10k,"氛围好,领导好,核心产品,空间大","['1', '3']","['8', '10']",8.5
北京凯奇谷信息技术股份有限公司,凯奇谷,150-500人,上市公司,朝阳区,服务器端开发工程师（Python）,2.0,本科,10k-16k,牛人聚集 健身足疗按摩 餐补房补交通补,"['1', '3']","['10', '16']",11.5
北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,Python助教,2.0,本科,6k-8k,"空间无限大,领导好,团队优秀,团队氛围好","['1', '3']","['6', '8']",6.5
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,朝阳区,python开发,4.0,大专,10k-15k,"上市公司,项目大,福利多多,周末双休","['3', '5']","['10', '15']",11.25
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,python研发工程师（抓取平台开发方向）,4.0,本科,20k-40k,六险一金、上升空间、弹性工作、优秀团队,"['3', '5']","['20', '40']",25.0
北京思维造物信息科技有限公司,罗辑思维,150-500人,D轮及以上,朝阳区,Python开发工程师,4.0,本科,25k-50k,"大咖云集,技术氛围好","['3', '5']","['25', '50']",31.25
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Java/Python开发工程师（19届）,0.0,本科,12k-24k,"每日下午茶,舒适的环境,可爱的伙伴",[],"['12', '24']",15.0
北京瑞友科技股份有限公司,北京瑞友,2000人以上,上市公司,海淀区,Python 工程师,4.0,本科,12k-16k,平台好,"['3', '5']","['12', '16']",13.0
青岛通产伟博大数据运营有限公司,青岛通产伟博大数据运营有限公司,15-50人,不需要融资,海淀区,Python工程师,2.0,本科,15k-30k,"Pytho,工程师,软件开发,Linux","['1', '3']","['15', '30']",18.75
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,西城区,Python 开发工程师,4.0,本科,15k-17k,"金融央企,五险一金","['3', '5']","['15', '17']",15.5
小叶子（北京）科技有限公司,The ONE,150-500人,C轮,朝阳区,Python开发工程师,4.0,本科,20k-30k,"五险一金,交通补助,午晚餐","['3', '5']","['20', '30']",22.5
一点网聚科技有限公司,一点资讯,500-2000人,D轮及以上,朝阳区,Python开发工程师,2.0,本科,20k-40k,"弹性工作,发展空间大,千万级用户,行业独","['1', '3']","['20', '40']",25.0
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,中高级Python开发,4.0,本科,18k-36k,"团队牛人多,年终奖丰厚,晋升调薪,全五险一金","['3', '5']","['18', '36']",22.5
上海理想信息产业（集团）有限公司,理想公司,150-500人,不需要融资,海淀区,云计算python研发工程师,4.0,本科,15k-25k,"云计算,私有云","['3', '5']","['15', '25']",17.5
北京奇安信科技有限公司,360企业安全,2000人以上,不需要融资,朝阳区,python开发工程师,4.0,本科,14k-26k,带薪年假 五险一金,"['3', '5']","['14', '26']",17.0
北京趣活科技有限公司,趣活美食送,2000人以上,D轮及以上,朝阳区,Python开发工程师,4.0,本科,10k-20k,iMac/无限零食水果/跟大牛共事/创业氛围,"['3', '5']","['10', '20']",12.5
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,python中高端开发工程师,2.0,本科,20k-40k,"产品重要,成长快,挑战多","['1', '3']","['20', '40']",25.0
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,高级Python开发工程师,4.0,本科,25k-45k,"优秀团队,科技金融,六险一金,工作居住证","['3', '5']","['25', '45']",30.0
北京音悦荚科技有限责任公司,音悦荚,50-150人,A轮,昌平区,Python技术经理,4.0,本科,18k-36k,"弹性工作,期权,加班福利,奖金","['3', '5']","['18', '36']",22.5
上海犇众信息技术有限公司,犇众信息,50-150人,天使轮,海淀区,Python开发工程师,2.0,本科,10k-15k,五险一金 商业医保 公司旅游 年度体检,"['1', '3']","['10', '15']",11.25
中亿互娱（北京）网络科技有限公司,中亿互娱,15-50人,不需要融资,海淀区,Python研发工程师,4.0,本科,9k-15k,事业单位,"['3', '5']","['9', '15']",10.5
创新奇智（北京）科技有限公司,创新奇智,50-150人,天使轮,海淀区,python开发工程师,4.0,本科,15k-30k,"免费零食,免费午餐,七险一金,不打卡","['3', '5']","['15', '30']",18.75
北京中谷金科信息技术有限公司,中谷金科,50-150人,B轮,通州区,高级python工程师,7.5,本科,18k-25k,"晋升快,人工智能,量化开发,五险一金","['5', '10']","['18', '25']",19.75
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,海淀区,高级Python开发工程师,4.0,本科,15k-25k,"五险一金,周末双休,绩效奖金,上市公司","['3', '5']","['15', '25']",17.5
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,朝阳区,python开发,4.0,大专,10k-20k,"上市公司,福利多多,项目大,五险一金","['3', '5']","['10', '20']",12.5
小立教育科技（北京）有限公司,小立教育,15-50人,天使轮,海淀区,Python开发工程师,0.0,本科,15k-25k,"交通方便,免费健身,发展空间大,团队氛围好",[],"['15', '25']",17.5
北京闪送科技有限公司,闪送,500-2000人,D轮及以上,海淀区,Python/web开发工程师,4.0,本科,10k-20k,"发展空间,福利优厚,带薪年假,弹性工作时","['3', '5']","['10', '20']",12.5
北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,python兼职讲师,7.5,大专,18k-36k,"时间自由,分成丰厚,持续分成","['5', '10']","['18', '36']",22.5
北京自造星球科技有限公司,牛顿Newton,50-150人,不需要融资,朝阳区,高级Python研发工程师,4.0,本科,15k-30k,"区块链,高成长","['3', '5']","['15', '30']",18.75
同方知网（北京）技术有限公司,知网,2000人以上,上市公司,海淀区,Python工程师,0.0,本科,7k-11k,"产品研发,数据库产品,待遇从优,前景广阔",[],"['7', '11']",8.0
北京朗势科技有限公司,tataUFO,50-150人,B轮,海淀区,高级Python工程师,4.0,本科,25k-35k,"8天年假,五险一金,扁平化管理,年终奖","['3', '5']","['25', '35']",27.5
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,Python 中级工程师,4.0,本科,15k-25k,带薪年假+福利多+办公环境好+氛围自由开放,"['3', '5']","['15', '25']",17.5
柔持（北京）科技有限公司,柔持英语,150-500人,B轮,朝阳区,Python后端开发工程师,2.0,本科,20k-30k,"交通方便,弹性时间,不加班","['1', '3']","['20', '30']",22.5
上海速合信息科技有限公司,专业SAP咨询服务提供商,50-150人,未融资,海淀区,高级Python工程师,7.5,本科,40k-50k,"外企知名酒,酒店,酒店预订","['5', '10']","['40', '50']",42.5
北京链家房地产经纪有限公司立水桥北路店,链家,2000人以上,不需要融资,海淀区,Python高级开发,4.0,本科,50k-80k,"15薪,发展平台","['3', '5']","['50', '80']",57.5
永杨安风（北京）科技有限公司,LBE 科技,50-150人,B轮,朝阳区,资深Python工程师,7.5,本科,35k-45k,"移动互联网,绩效奖金,妹子多,国外团建","['5', '10']","['35', '45']",37.5
华风象辑（北京）气象科技有限公司,象辑科技,50-150人,B轮,海淀区,Python开发工程师,2.0,本科,10k-20k,高手如云的团队，带你成长带你飞~,"['1', '3']","['10', '20']",12.5
北京深海巨鲸信息科技有限公司,鲸媒体,15-50人,A轮,海淀区,资深Python 工程师,0.0,本科,22k-32k,"五险一金,员工福利,餐补,双休",[],"['22', '32']",24.5
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,狐友Python开发工程师,2.0,本科,20k-35k,"15天年假,弹性工作,成长空间大","['1', '3']","['20', '35']",23.75
互影科技（北京）有限公司,互影科技,15-50人,不需要融资,朝阳区,Python开发工程师,7.5,本科,15k-20k,"顶尖风投,快速爆发期,成长氛围好,年底双薪","['5', '10']","['15', '20']",16.25
清北华数教育科技（北京）有限公司,华罗庚网校,15-50人,天使轮,海淀区,python,2.0,本科,16K-20K,团队年轻，股票期权,"['1', '3']","['16', '20']",17.0
北京奥克巴尔科技有限公司,奥克巴尔,50-150人,B轮,东城区,python开发工程师,4.0,本科,20k-30k,"六险一金,团队棒,节日福利,定期体检","['3', '5']","['20', '30']",22.5
北京汇行科技有限公司,妙计旅行,150-500人,B轮,东城区,Python后端工程师-经理级,4.0,本科,15k-30k,"七险一金,14薪,晋升空间,部门负责人","['3', '5']","['15', '30']",18.75
瓦力必达科技（北京）有限公司,邻萌宝,50-150人,A轮,朝阳区,python开发工程师,4.0,本科,12k-22k,"行业最前沿
玩儿法最多
最接近用户","['3', '5']","['12', '22']",14.5
北京势在必行网络科技有限公司,币信,50-150人,不需要融资,海淀区,python开发工程师,2.0,大专,15k-30k,"年底双薪,午餐补助,休闲餐点,弹性工作","['1', '3']","['15', '30']",18.75
北京企名片科技有限公司,企名片,50-150人,A轮,海淀区,Python研发工程师,0.0,本科,7k-12k,"环境位置好,90后团队,技术成长快,待遇从优",[],"['7', '12']",8.25
北京墨云科技有限公司,墨云科技,15-50人,A轮,海淀区,Python后端开发工程师,4.0,本科,15k-30k,"五险一金,弹性工作,餐补,带薪年假","['3', '5']","['15', '30']",18.75
北京七彩焕腾科技有限公司,七彩焕腾,150-500人,B轮,朝阳区,架构师（Python）,7.5,本科,30k-40k,bat,"['5', '10']","['30', '40']",32.5
北京乐至道科技有限公司,天算delphy,15-50人,天使轮,海淀区,python,4.0,本科,8k-15k,五险一金，精英创业团队，互联网福利标配,"['3', '5']","['8', '15']",9.75
北京华影聚合电影科技有限公司,华影聚合,15-50人,不需要融资,海淀区,Python,4.0,本科,15k-25k,高效团队，立足电影行业，发展空间巨大,"['3', '5']","['15', '25']",17.5
北京多来点信息技术有限公司,哗啦啦,500-2000人,不需要融资,西城区,Python后端开发工程师,2.0,本科,15k-25k,五险一金 年终奖金 带薪年假 节日福利,"['1', '3']","['15', '25']",17.5
北京库神信息技术有限公司,库神,50-150人,A轮,海淀区,Python高级开发工程师,4.0,大专,13K-25K,高薪 扁平管理 六险一金,"['3', '5']","['13', '25']",16.0
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,Python后端开发工程师,2.0,本科,15k-30k,"弹性时间,技术大牛,公司旅游,福利齐全","['1', '3']","['15', '30']",18.75
北京创智优品科技有限公司,Zenjoy,150-500人,不需要融资,东城区,Python后台开发工程师,4.0,本科,15k-30k,"六险一金,年底双薪,出国旅行,包午晚餐","['3', '5']","['15', '30']",18.75
非凡维格（北京）信息科技有限公司,Weego Travel,50-150人,B轮,朝阳区,Python工程师-服务器端,2.0,本科,15k-30k,"国际产品,大牛亲带,带薪年假,开放办公","['1', '3']","['15', '30']",18.75
美景听听（北京）科技有限公司,美景听听App,15-50人,A轮,西城区,Python高级开发工程师,4.0,本科,15k-30k,"优秀团队,气氛活跃,扁平化管理","['3', '5']","['15', '30']",18.75
百融金融信息服务股份有限公司,百融金服,500-2000人,C轮,海淀区,高级python开发工程师,4.0,本科,20k-30k,六险一金,"['3', '5']","['20', '30']",22.5
星辰天合（北京）数据科技有限公司,XSKY,150-500人,C轮,海淀区,存储应用开发工程师-Java/GO/Python,4.0,本科,18k-35k,"完善福利,人性化管理,扁平化管理","['3', '5']","['18', '35']",22.25
北京聚微合智信息技术有限公司,聚微,50-150人,不需要融资,,Python,2.0,大专,12k-24k,弹性工作制，领导好，有前景，有奖金,"['1', '3']","['12', '24']",15.0
北京石云科技有限公司,石云科技,50-150人,不需要融资,海淀区,Python,0.0,本科,10k-20k,"蓝海市场,金融科技,大牛带队,奖金高",[],"['10', '20']",12.5
北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,Python开发工程师（校招）,0.0,本科,4k-8k,新锐的全球化移动电商平台,[],"['4', '8']",5.0
北京库神信息技术有限公司,库神,50-150人,A轮,海淀区,高级Python开发工程师,0.0,本科,14k-28k,"每日下午茶,领导好,过节福利",[],"['14', '28']",17.5
游尔（北京）机器人科技有限公司,游尔机器人,15-50人,天使轮,海淀区,python开发工程师,2.0,本科,10k-20k,"大牛多,待遇好,前景好,氛围好","['1', '3']","['10', '20']",12.5
北京中谷金科信息技术有限公司,中谷金科,50-150人,B轮,通州区,高级Python工程师,4.0,本科,15k-25k,"互联网金融,大数据,量化开发,自主性强","['3', '5']","['15', '25']",17.5
北京格灵深瞳信息技术有限公司,格灵深瞳,150-500人,C轮,海淀区,Python高级开发工程师&nbsp;,4.0,本科,15k-30k,"扁平化管理,不定期团建","['3', '5']","['15', '30']",18.75
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,Python后端工程师,2.0,本科,15k-30k,"行业前沿,大牛云集,发展空间大,薪酬福利好","['1', '3']","['15', '30']",18.75
北京格上添富科技发展有限公司,格上添富,150-500人,不需要融资,朝阳区,Python应届毕业生,0.0,本科,5k-8k,弹性工作、水果零食,[],"['5', '8']",5.75
北京汇行科技有限公司,妙计旅行,150-500人,B轮,东城区,Python后端工程师,2.0,本科,12k-24k,"七险一金,晋升空间,14薪,提供三餐","['1', '3']","['12', '24']",15.0
博飞信息科技（上海）有限公司,博飞,15-50人,天使轮,朝阳区,云驱动Python开发工程师,4.0,本科,10k-20k,"地铁附近,扁平化管理,公司氛围好,股票期权","['3', '5']","['10', '20']",12.5
北京七彩焕腾科技有限公司,七彩焕腾,150-500人,B轮,朝阳区,高级python开发工程师,7.5,本科,25k-35k,bat,"['5', '10']","['25', '35']",27.5
上海裕木信息科技有限公司,裕木科技,50-150人,未融资,朝阳区,资深python工程师,7.5,本科,35K-70K,"行业前景好,顶级团队,薪资高,产品业绩好","['5', '10']","['35', '70']",43.75
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python高级讲师,2.0,本科,10k-20k,"五险一金,绩效奖金,周末双休,免费午餐","['1', '3']","['10', '20']",12.5
